signal_date,ticker,weight
2026-05-12,AABA,0.0
2026-05-12,AACB,0.0
2026-05-12,AACI,0.0
2026-05-12,AACO,0.0
2026-05-12,AACQ,0.0
2026-05-12,AADI,0.0
2026-05-12,AAGR,0.0
2026-05-12,AAIT,0.0
2026-05-12,AAL,0.002890173410404624
2026-05-12,AAME,0.0
2026-05-12,AAOI,-0.002890173410404624
2026-05-12,AAON,0.002890173410404624
2026-05-12,AAPC,0.0
2026-05-12,AAPL,0.0
2026-05-12,AARD,0.0
2026-05-12,AATC,0.0
2026-05-12,AAVL,0.0
2026-05-12,AAWW,0.0
2026-05-12,ABAC,0.0
2026-05-12,ABAT,0.0
2026-05-12,ABAX,0.0
2026-05-12,ABCD,0.0
2026-05-12,ABCL,0.0
2026-05-12,ABCO,0.0
2026-05-12,ABCW,0.0
2026-05-12,ABDC,0.0
2026-05-12,ABEO,0.0
2026-05-12,ABEO.W,0.0
2026-05-12,ABFS,0.0
2026-05-12,ABGB,0.0
2026-05-12,ABGI,0.0
2026-05-12,ABIL,0.0
2026-05-12,ABIL.W,0.0
2026-05-12,ABIO,0.0
2026-05-12,ABL,0.0
2026-05-12,ABLLL,0.0
2026-05-12,ABLV,0.0
2026-05-12,ABMD,0.0
2026-05-12,ABNB,0.0
2026-05-12,ABOS,0.0
2026-05-12,ABP,0.0
2026-05-12,ABSI,0.0
2026-05-12,ABST,0.0
2026-05-12,ABTC,0.0
2026-05-12,ABTL,0.0
2026-05-12,ABTS,0.0
2026-05-12,ABTX,0.0
2026-05-12,ABUS,0.0
2026-05-12,ABVC,0.0
2026-05-12,ABVE,-0.002890173410404624
2026-05-12,ABY,0.0
2026-05-12,ACAA,0.0
2026-05-12,ACAB,0.0
2026-05-12,ACAC,0.0
2026-05-12,ACAD,0.0
2026-05-12,ACAH,0.0
2026-05-12,ACAM,0.0
2026-05-12,ACAS,0.0
2026-05-12,ACAT,0.0
2026-05-12,ACAX,0.0
2026-05-12,ACB,0.0
2026-05-12,ACBA,0.0
2026-05-12,ACBI,0.0
2026-05-12,ACCD,0.0
2026-05-12,ACCL,0.0
2026-05-12,ACCP,0.0
2026-05-12,ACDC,0.0
2026-05-12,ACER,0.0
2026-05-12,ACET,0.0
2026-05-12,ACEV,0.0
2026-05-12,ACFC,0.0
2026-05-12,ACFN,0.0
2026-05-12,ACGL,0.0
2026-05-12,ACGL.P,0.0
2026-05-12,ACGLN,0.0
2026-05-12,ACGN,0.0
2026-05-12,ACHC,0.0
2026-05-12,ACHN,0.0
2026-05-12,ACHV,0.0
2026-05-12,ACIA,0.0
2026-05-12,ACIC,0.0
2026-05-12,ACIU,0.0
2026-05-12,ACIW,0.0
2026-05-12,ACKIT,0.0
2026-05-12,ACLL,0.0
2026-05-12,ACLS,0.002890173410404624
2026-05-12,ACLX,0.0
2026-05-12,ACMR,0.0
2026-05-12,ACNB,0.0
2026-05-12,ACNT,0.0
2026-05-12,ACOG,0.0
2026-05-12,ACON,0.0
2026-05-12,ACOR,0.0
2026-05-12,ACPW,0.0
2026-05-12,ACQR,0.0
2026-05-12,ACRS,0.0
2026-05-12,ACRV,0.0
2026-05-12,ACRX,0.0
2026-05-12,ACSF,0.0
2026-05-12,ACST,0.0
2026-05-12,ACT,0.0
2026-05-12,ACTA,0.0
2026-05-12,ACTC,0.0
2026-05-12,ACTD,0.0
2026-05-12,ACTG,0.0
2026-05-12,ACTT,0.0
2026-05-12,ACTU,0.0
2026-05-12,ACUR,0.0
2026-05-12,ACXM,0.0
2026-05-12,ACXP,0.0
2026-05-12,ADAC,0.0
2026-05-12,ADAL,0.0
2026-05-12,ADAM,0.0
2026-05-12,ADAMG,0.0
2026-05-12,ADAMH,0.0
2026-05-12,ADAMI,0.0
2026-05-12,ADAML,0.0
2026-05-12,ADAMO,-0.002890173410404624
2026-05-12,ADAMZ,0.0
2026-05-12,ADAT,0.0
2026-05-12,ADBE,0.0
2026-05-12,ADD,0.0
2026-05-12,ADEA,-0.002890173410404624
2026-05-12,ADEP,0.0
2026-05-12,ADER,0.0
2026-05-12,ADES,0.0
2026-05-12,ADGM,0.0
2026-05-12,ADHD,0.0
2026-05-12,ADI,0.0
2026-05-12,ADIL,0.0
2026-05-12,ADMA,0.0
2026-05-12,ADMP,0.0
2026-05-12,ADMS,0.0
2026-05-12,ADN,0.0
2026-05-12,ADNC,0.0
2026-05-12,ADOC,0.0
2026-05-12,ADOM,0.0
2026-05-12,ADP,0.0
2026-05-12,ADPT,0.0
2026-05-12,ADPV.V,0.0
2026-05-12,ADRO,0.0
2026-05-12,ADSE,0.0
2026-05-12,ADSK,0.0
2026-05-12,ADTH,0.0
2026-05-12,ADTN,0.0
2026-05-12,ADTX,0.0
2026-05-12,ADUR,0.0
2026-05-12,ADUS,0.0
2026-05-12,ADV,0.002890173410404624
2026-05-12,ADVB,0.0
2026-05-12,ADVM,0.0
2026-05-12,ADVS,0.0
2026-05-12,ADXS,0.0
2026-05-12,ADXS.W,0.0
2026-05-12,ADYX,0.0
2026-05-12,AEAC,0.0
2026-05-12,AEAE,0.0
2026-05-12,AEAQ,0.0
2026-05-12,AEBI,0.0
2026-05-12,AEBIV,0.0
2026-05-12,AEC,0.0
2026-05-12,AEGN,0.0
2026-05-12,AEGR,0.0
2026-05-12,AEHA,0.0
2026-05-12,AEHL,-0.002890173410404624
2026-05-12,AEHR,0.002890173410404624
2026-05-12,AEI,0.0
2026-05-12,AEIS,0.0
2026-05-12,AEMD,0.0
2026-05-12,AENT,0.0
2026-05-12,AEP,0.0
2026-05-12,AEPI,0.0
2026-05-12,AEPPL,0.0
2026-05-12,AEPPZ,0.0
2026-05-12,AERC,0.0
2026-05-12,AERG,0.0
2026-05-12,AERI,0.0
2026-05-12,AERT,0.0
2026-05-12,AETI,0.0
2026-05-12,AEVA,-0.002890173410404624
2026-05-12,AEY,0.0
2026-05-12,AEYE,0.0
2026-05-12,AEZS,0.0
2026-05-12,AFAC,0.0
2026-05-12,AFAM,0.0
2026-05-12,AFAQ,0.0
2026-05-12,AFAR,0.0
2026-05-12,AFBI,0.0
2026-05-12,AFCB,0.0
2026-05-12,AFCG,0.0
2026-05-12,AFCGV,0.0
2026-05-12,AFFX,0.0
2026-05-12,AFFY,0.0
2026-05-12,AFH,0.0
2026-05-12,AFHBL,0.0
2026-05-12,AFIB,0.0
2026-05-12,AFIN,0.0
2026-05-12,AFINO,0.0
2026-05-12,AFJK,0.0
2026-05-12,AFMD,0.0
2026-05-12,AFOP,0.0
2026-05-12,AFRI,0.0
2026-05-12,AFRM,0.0
2026-05-12,AFSI,0.0
2026-05-12,AFYA,0.0
2026-05-12,AGAE,0.0
2026-05-12,AGBA,0.0
2026-05-12,AGC,0.0
2026-05-12,AGCC,0.0
2026-05-12,AGEN,0.0
2026-05-12,AGFS,0.0
2026-05-12,AGFS.W,0.0
2026-05-12,AGFY,0.0
2026-05-12,AGGR,0.0
2026-05-12,AGH,0.002890173410404624
2026-05-12,AGII,0.0
2026-05-12,AGII.L,0.0
2026-05-12,AGIIL,0.0
2026-05-12,AGIL,0.0
2026-05-12,AGIO,0.0
2026-05-12,AGLE,0.0
2026-05-12,AGMH,0.0
2026-05-12,AGMX,0.0
2026-05-12,AGNC,0.0
2026-05-12,AGNC.P,0.0
2026-05-12,AGNCL,0.0
2026-05-12,AGNCO,0.0
2026-05-12,AGPU,0.0
2026-05-12,AGRI,0.0
2026-05-12,AGRX,0.0
2026-05-12,AGRZ,0.0
2026-05-12,AGTC,0.0
2026-05-12,AGYS,0.0
2026-05-12,AHAC,0.0
2026-05-12,AHCI,0.0
2026-05-12,AHCO,0.0
2026-05-12,AHGP,0.0
2026-05-12,AHMA,0.0
2026-05-12,AHPA,0.0
2026-05-12,AHPA.U,0.0
2026-05-12,AHPI,0.0
2026-05-12,AHRN,0.0
2026-05-12,AIDX,0.0
2026-05-12,AIEV,0.0
2026-05-12,AIFC,0.0
2026-05-12,AIFE,0.0
2026-05-12,AIFF,0.0
2026-05-12,AIFU,0.0
2026-05-12,AIHS,0.0
2026-05-12,AIIO,-0.002890173410404624
2026-05-12,AILE,0.0
2026-05-12,AIMC,0.0
2026-05-12,AIMCV,0.0
2026-05-12,AIMD,0.0
2026-05-12,AIMT,0.0
2026-05-12,AIOS,0.0
2026-05-12,AIOT,0.002890173410404624
2026-05-12,AIP,0.0
2026-05-12,AIPT,0.0
2026-05-12,AIRE,0.0
2026-05-12,AIRG,0.0
2026-05-12,AIRJ,0.0
2026-05-12,AIRM,0.0
2026-05-12,AIRO,0.0
2026-05-12,AIRS,0.0
2026-05-12,AIRT,0.0
2026-05-12,AIRTV,0.0
2026-05-12,AISP,0.0
2026-05-12,AITR,0.0
2026-05-12,AIXC,0.0
2026-05-12,AKAM,0.0
2026-05-12,AKAN,-0.002890173410404624
2026-05-12,AKAO,0.0
2026-05-12,AKBA,-0.002890173410404624
2026-05-12,AKCA,0.0
2026-05-12,AKER,0.0
2026-05-12,AKIC,0.0
2026-05-12,AKLI,0.0
2026-05-12,AKRO,0.0
2026-05-12,AKRX,0.0
2026-05-12,AKTS,0.0
2026-05-12,AKU,0.0
2026-05-12,AKUS,0.0
2026-05-12,AKYA,0.0
2026-05-12,ALAB,0.002890173410404624
2026-05-12,ALAC,0.0
2026-05-12,ALBO,0.0
2026-05-12,ALBT,0.0
2026-05-12,ALCE,0.0
2026-05-12,ALCO,0.0
2026-05-12,ALCS,0.0
2026-05-12,ALCY,0.0
2026-05-12,ALDF,0.0
2026-05-12,ALDR,0.0
2026-05-12,ALDX,0.0
2026-05-12,ALEC,0.0
2026-05-12,ALF,0.0
2026-05-12,ALGM,0.0
2026-05-12,ALGN,0.0
2026-05-12,ALGR,0.0
2026-05-12,ALGS,0.0
2026-05-12,ALGT,0.002890173410404624
2026-05-12,ALHC,0.0
2026-05-12,ALIM,0.0
2026-05-12,ALIS,0.0
2026-05-12,ALJJ,0.0
2026-05-12,ALKS,0.0
2026-05-12,ALKSV,0.0
2026-05-12,ALKT,0.0
2026-05-12,ALLB,0.0
2026-05-12,ALLK,0.0
2026-05-12,ALLO,0.0
2026-05-12,ALLR,0.0
2026-05-12,ALLT,0.0
2026-05-12,ALM,0.0
2026-05-12,ALMR,0.0
2026-05-12,ALMS,0.0
2026-05-12,ALMU,0.0
2026-05-12,ALNA,0.0
2026-05-12,ALNT,0.0
2026-05-12,ALNY,0.0
2026-05-12,ALOG,0.0
2026-05-12,ALOR,0.0
2026-05-12,ALOT,0.0
2026-05-12,ALOV,0.0
2026-05-12,ALOY,0.0
2026-05-12,ALP,0.0
2026-05-12,ALPA,0.0
2026-05-12,ALPN,0.0
2026-05-12,ALPP,0.0
2026-05-12,ALPS,0.0
2026-05-12,ALPX,0.0
2026-05-12,ALQA,0.0
2026-05-12,ALR,0.0
2026-05-12,ALRM,0.0
2026-05-12,ALRN,0.0
2026-05-12,ALRS,0.0
2026-05-12,ALSA,0.0
2026-05-12,ALSK,0.0
2026-05-12,ALT,0.0
2026-05-12,ALTA,0.0
2026-05-12,ALTH,0.0
2026-05-12,ALTI,0.0
2026-05-12,ALTID,0.0
2026-05-12,ALTO,0.0
2026-05-12,ALTR,0.0
2026-05-12,ALTS,0.0
2026-05-12,ALTU,0.0
2026-05-12,ALVO,0.0
2026-05-12,ALVR,0.0
2026-05-12,ALXA,0.0
2026-05-12,ALXN,0.0
2026-05-12,ALXO,0.0
2026-05-12,ALYA,0.0
2026-05-12,ALZH,0.0
2026-05-12,ALZN,0.0
2026-05-12,AMAG,0.0
2026-05-12,AMAL,0.0
2026-05-12,AMAM,0.0
2026-05-12,AMAO,0.0
2026-05-12,AMAP,0.0
2026-05-12,AMAT,0.0
2026-05-12,AMBA,0.0
2026-05-12,AMBC.W,0.0
2026-05-12,AMBT,0.0
2026-05-12,AMBX,0.0
2026-05-12,AMCC,0.0
2026-05-12,AMCF,0.0
2026-05-12,AMCI,0.0
2026-05-12,AMCX,0.0
2026-05-12,AMD,0.002890173410404624
2026-05-12,AMDA,0.0
2026-05-12,AMED,0.0
2026-05-12,AMEH,0.0
2026-05-12,AMEH.W,0.0
2026-05-12,AMGN,0.0
2026-05-12,AMHC,0.0
2026-05-12,AMIC,0.0
2026-05-12,AMIX,0.0
2026-05-12,AMKR,0.002890173410404624
2026-05-12,AMLI,0.0
2026-05-12,AMLN,0.0
2026-05-12,AMLX,0.0
2026-05-12,AMMA,0.0
2026-05-12,AMMD,0.0
2026-05-12,AMNB,0.0
2026-05-12,AMOD,0.0
2026-05-12,AMOT,0.0
2026-05-12,AMPG,-0.002890173410404624
2026-05-12,AMPH,0.0
2026-05-12,AMPL,0.0
2026-05-12,AMRB,0.0
2026-05-12,AMRH,0.0
2026-05-12,AMRI,0.0
2026-05-12,AMRK,0.0
2026-05-12,AMRS,0.0
2026-05-12,AMRX,0.002890173410404624
2026-05-12,AMSC,0.0
2026-05-12,AMSF,0.0
2026-05-12,AMSG,0.0
2026-05-12,AMSGP,0.0
2026-05-12,AMST,0.0
2026-05-12,AMSW.A,0.0
2026-05-12,AMSWA,0.0
2026-05-12,AMTBB,0.0
2026-05-12,AMTI,0.0
2026-05-12,AMTX,0.0
2026-05-12,AMV,0.0
2026-05-12,AMWD,0.0
2026-05-12,AMZN,0.0
2026-05-12,ANAB,0.002890173410404624
2026-05-12,ANABV,0.0
2026-05-12,ANAD,0.0
2026-05-12,ANAT,0.0
2026-05-12,ANCB,0.0
2026-05-12,ANCI,0.0
2026-05-12,ANCX,0.0
2026-05-12,ANDA,0.0
2026-05-12,ANDA.R,0.0
2026-05-12,ANDA.U,0.0
2026-05-12,ANDA.W,0.0
2026-05-12,ANDE,0.0
2026-05-12,ANDS,0.0
2026-05-12,ANEB,0.0
2026-05-12,ANGH,0.0
2026-05-12,ANGI,0.0
2026-05-12,ANGIV,0.0
2026-05-12,ANGN,0.0
2026-05-12,ANGO,0.0
2026-05-12,ANIK,0.0
2026-05-12,ANIP,0.0
2026-05-12,ANIX,0.0
2026-05-12,ANNA,-0.002890173410404624
2026-05-12,ANNX,0.0
2026-05-12,ANPA,0.0
2026-05-12,ANPI,0.0
2026-05-12,ANSC,0.0
2026-05-12,ANSS,0.0
2026-05-12,ANTA,0.0
2026-05-12,ANTH,0.0
2026-05-12,ANTX,0.0
2026-05-12,ANY,0.0
2026-05-12,ANZU,0.0
2026-05-12,AOBC,0.0
2026-05-12,AOGO,0.0
2026-05-12,AONC,0.0
2026-05-12,AOSL,0.0
2026-05-12,AOUT,0.0
2026-05-12,APA,0.0
2026-05-12,APAC,0.0
2026-05-12,APAD,0.0
2026-05-12,APAG.F,0.0
2026-05-12,APC,0.0
2026-05-12,APCVZ,0.0
2026-05-12,APCX,0.0
