signal_date,ticker,weight,requested_weight,filled_weight_before_risk,alpha,raw_signal_close,raw_dollar_volume,realized_return,terminal_haircut_applied
2024-01-02,ADP,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.00284896716663256,233.42,456445107.14,0.0015408980011129003,False
2024-01-02,AEHR,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.003800793690941584,24.95,31537847.9,-0.062396694214875925,False
2024-01-02,AGIO,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004214469178801816,22.83,9650948.729999999,0.02374893977947412,False
2024-01-02,AMAM,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.006151729218545142,13.54,9636079.5,-0.013950073421439058,False
2024-01-02,ANAB,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0035970173525571533,21.7,3724392.6999999997,-0.012980992118683421,False
2024-01-02,ANDE,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.004918051694864636,57.64,22798637.4,-0.01736111111111116,False
2024-01-02,APGE,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004857450818333695,28.51,9453317.290000001,-0.0356895356895357,False
2024-01-02,APLD,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.005025574612754676,6.96,18396386.64,0.03167420814479627,False
2024-01-02,APPS,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0038155905024843118,6.94,14792471.200000001,-0.06360946745562124,False
2024-01-02,ATLX,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0053414986708197176,32.56,2856065.52,-0.015965612526865347,False
2024-01-02,ATSG,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.003436340186177832,16.52,15568679.28,0.0060975609756097615,False
2024-01-02,ATXS,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.008233894328637513,7.79,1929458.36,-0.04182754182754178,False
2024-01-02,AUGX,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0035975594633854344,5.83,4428129.86,-0.030927835051546504,False
2024-01-02,AVT,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.003023618595091484,49.18,25904728.94,-0.012325390304026351,False
2024-01-02,AVTX,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.016617683740750004,8.71,1017162.5100000001,-0.07710557532621587,False
2024-01-02,AVXL,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004212608816141949,6.045,56005734.135,0.08210180623973717,False
2024-01-02,BBSI,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.003397547396446008,115.0,3447585.0,-0.021098517872711442,False
2024-01-02,BEEM,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0038303922367542223,6.66,1441730.16,-0.0453172205438066,False
2024-01-02,BGC,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.002773205739464299,6.98,24536689.3,-0.022922636103151928,False
2024-01-02,BTDR,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.003275434781640652,8.88,35913570.480000004,0.07553580763199164,False
2024-01-02,CABA,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0035350272117458193,22.16,21559707.76,0.0018198362147405778,False
2024-01-02,CAR,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.00421104430411506,175.65,81963559.5,-0.036340415650760405,False
2024-01-02,CASY,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0030980806023192323,277.58,63019820.13999999,0.001588447653429581,False
2024-01-02,CBAY,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0053137216456321905,23.71,30422988.59,-0.028547439126784258,False
2024-01-02,CCCC,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.011085924303700121,6.52,82238566.03999999,-0.06170886075949378,False
2024-01-02,CCSI,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.003546508741036065,24.67,4099241.2100000004,-0.04869067103109659,False
2024-01-02,CDW,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0036620983121038713,220.67,220654994.44,-0.015810995002271677,False
2024-01-02,CELH,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0035898095729089835,59.03,374642277.26,-0.0524880708929788,False
2024-01-02,CGEM,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.00436669865432125,10.59,3456099.45,-0.0056657223796034994,False
2024-01-02,CHRW,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0026823764120285022,87.13,108933236.94,0.0,False
2024-01-02,CING,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.013534852862484478,6.72,6594309.12,0.18518518518518512,False
2024-01-02,CLFD,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0047649154203120575,29.79,7596301.05,-0.029231815091774416,False
2024-01-02,CNXN,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.002986904069733706,65.5,4171957.0,-0.007963246554364423,False
2024-01-02,COGT,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.007708225560898028,6.24,9145437.6,-0.04854368932038833,False
2024-01-02,CORT,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.005794740331107644,24.16,178296620.32,0.05092402464065704,False
2024-01-02,COST,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.004643619717449707,650.65,1729225347.85,-0.014020054974585805,False
2024-01-02,CSCO,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0029419109185877287,50.51,1022470848.89,0.005381702212477579,False
2024-01-02,CTAS,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0026995687785968453,591.91,230260684.82999998,-0.02055234425176622,False
2024-01-02,CYTK,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.005470365061966121,84.12,373237832.28000003,0.04204096298957971,False
2024-01-02,DAWN,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004550174744122731,14.52,9341775.959999999,-0.01733703190013869,False
2024-01-02,DNLI,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004195960598579141,21.39,14741111.01,-0.021967526265520565,False
2024-01-02,DPZ,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.003650085595298222,413.14,225731020.06,-0.029064134857585744,False
2024-01-02,DRCT,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.010505410238667787,13.32,6708791.16,-0.06792452830188678,False
2024-01-02,DSKE,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.00453301928355741,8.09,17042426.36,0.004956629491945419,False
2024-01-02,EBON,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.012015630166995072,13.69,2707361.78,0.049679487179487225,False
2024-01-02,EGRX,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004254363138109305,5.66,1338906.96,-0.06537102473498235,False
2024-01-02,ELVN,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.007190176660765657,14.9,2142560.4,-0.019359145527369837,False
2024-01-02,ENTA,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0062181531785599,10.08,3492478.08,0.06212424849699394,False
2024-01-02,ENVX,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.00558277874492788,12.22,41821666.9,-0.0050167224080267525,False
2024-01-02,ESTA,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0043419929143090775,26.59,11979247.03,-0.044666923373122835,False
2024-01-02,ETNB,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.005466887140650474,11.29,15864854.77,-0.012488849241748534,False
2024-01-02,EYPT,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004361730190343183,22.52,43686728.16,-0.05855855855855863,False
2024-01-02,FDMT,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.004328455948535677,21.25,8953177.5,-0.06403712296983755,False
2024-01-02,FTAI,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.002675552567188144,45.33,36036806.04,-0.006183745583038913,False
2024-01-02,FTNT,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.003310816253112245,57.78,347392600.74,0.012569832402234526,False
2024-01-02,FULC,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.006735737592672024,7.21,6472106.97,0.028208744710860323,False
2024-01-02,FUSN,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0041192609586092645,8.28,14445080.999999998,0.006250000000000089,False
2024-01-02,GEN,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0031730032542658638,22.79,76616265.23,-0.010141093474426821,False
2024-01-02,GLAC,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.0026363831645347903,10.1,1269398.3,0.0009891196834816984,False
2024-01-02,GMM,-0.005681818181818182,-0.005681818181818182,-0.005681818181818182,-0.012520252258792306,5.07,1427635.9500000002,-0.05544147843942504,False
